Cycle	state	hpi	year	month	date	type	pmax	pmin
2009M04	AK	154.79	2009	4	4/1/2009	State	161.63	152.97
2009M05	AK	155.6	2009	5	5/1/2009	State	161.63	152.97
2009M06	AK	156.25	2009	6	6/1/2009	State	161.63	152.97
2009M07	AK	156.44	2009	7	7/1/2009	State	161.63	152.97
2009M08	AK	156.12	2009	8	8/1/2009	State	161.63	152.97
2009M09	AK	155.54	2009	9	9/1/2009	State	161.63	152.97
2009M10	AK	154.8	2009	10	10/1/2009	State	161.63	152.97
2009M11	AK	154.03	2009	11	11/1/2009	State	161.63	152.97
2009M12	AK	153.32	2009	12	12/1/2009	State	161.63	152.97
2010M01	AK	153.01	2010	1	1/1/2010	State	161.63	152.97
2010M02	AK	153.34	2010	2	2/1/2010	State	161.63	152.97
2010M03	AK	154.19	2010	3	3/1/2010	State	161.63	152.97
2010M04	AK	155.3	2010	4	4/1/2010	State	161.63	152.97
2010M05	AK	156.28	2010	5	5/1/2010	State	161.63	152.97
2010M06	AK	156.8	2010	6	6/1/2010	State	161.63	152.97
2010M07	AK	156.81	2010	7	7/1/2010	State	161.63	152.97
2010M08	AK	156.42	2010	8	8/1/2010	State	161.63	152.97
2010M09	AK	155.92	2010	9	9/1/2010	State	161.63	152.97
2010M10	AK	155.64	2010	10	10/1/2010	State	161.63	152.97
2010M11	AK	155.61	2010	11	11/1/2010	State	161.63	152.97
2010M12	AK	155.75	2010	12	12/1/2010	State	161.63	152.97
2011M01	AK	155.96	2011	1	1/1/2011	State	161.63	152.97
2011M02	AK	156.2	2011	2	2/1/2011	State	161.63	152.97
2011M03	AK	156.57	2011	3	3/1/2011	State	161.63	152.97
2011M04	AK	157.1	2011	4	4/1/2011	State	161.63	152.97
2011M05	AK	157.56	2011	5	5/1/2011	State	161.63	152.97
2011M06	AK	157.63	2011	6	6/1/2011	State	161.63	152.97
2011M07	AK	157.15	2011	7	7/1/2011	State	161.63	152.97
2011M08	AK	156.4	2011	8	8/1/2011	State	161.63	152.97
2011M09	AK	155.58	2011	9	9/1/2011	State	161.63	152.97
2011M10	AK	154.69	2011	10	10/1/2011	State	161.63	152.97
2011M11	AK	153.86	2011	11	11/1/2011	State	161.63	152.97
2011M12	AK	153.24	2011	12	12/1/2011	State	161.63	152.97
2012M01	AK	152.97	2012	1	1/1/2012	State	161.63	152.97
2012M02	AK	153.18	2012	2	2/1/2012	State	161.63	152.97
2012M03	AK	154.13	2012	3	3/1/2012	State	161.63	152.97
2012M04	AK	155.84	2012	4	4/1/2012	State	161.63	152.97
2012M05	AK	157.9	2012	5	5/1/2012	State	161.63	152.97
2012M06	AK	159.65	2012	6	6/1/2012	State	161.63	152.97
2012M07	AK	160.56	2012	7	7/1/2012	State	161.63	152.97
2012M08	AK	160.51	2012	8	8/1/2012	State	161.63	152.97
2012M09	AK	160.01	2012	9	9/1/2012	State	161.63	152.97
2012M10	AK	159.56	2012	10	10/1/2012	State	161.63	152.97
2012M11	AK	159.23	2012	11	11/1/2012	State	161.63	152.97
2012M12	AK	159	2012	12	12/1/2012	State	161.63	152.97
2013M01	AK	159.02	2013	1	1/1/2013	State	161.63	152.97
2013M02	AK	159.49	2013	2	2/1/2013	State	161.63	152.97
2013M03	AK	160.63	2013	3	3/1/2013	State	161.63	152.97
2013M04	AK	162.46	2013	4	4/1/2013	State	161.63	152.97
2013M05	AK	164.37	2013	5	5/1/2013	State	161.63	152.97
2013M06	AK	165.61	2013	6	6/1/2013	State	161.63	152.97
2013M07	AK	165.95	2013	7	7/1/2013	State	161.63	152.97
2013M08	AK	165.63	2013	8	8/1/2013	State	161.63	152.97
2013M09	AK	164.94	2013	9	9/1/2013	State	161.63	152.97
2013M10	AK	164.21	2013	10	10/1/2013	State	161.63	152.97
2013M11	AK	163.74	2013	11	11/1/2013	State	161.63	152.97
2013M12	AK	163.62	2013	12	12/1/2013	State	161.63	152.97
2014M01	AK	163.89	2014	1	1/1/2014	State	161.63	152.97
2014M02	AK	164.73	2014	2	2/1/2014	State	161.63	152.97
2014M03	AK	166.1	2014	3	3/1/2014	State	161.63	152.97
2014M04	AK	167.51	2014	4	4/1/2014	State	161.63	152.97
2014M05	AK	168.75	2014	5	5/1/2014	State	161.63	152.97
2014M06	AK	169.8	2014	6	6/1/2014	State	161.63	152.97
2014M07	AK	170.49	2014	7	7/1/2014	State	161.63	152.97
2014M08	AK	170.67	2014	8	8/1/2014	State	161.63	152.97
2014M09	AK	170.3	2014	9	9/1/2014	State	161.63	152.97
2014M10	AK	169.54	2014	10	10/1/2014	State	161.63	152.97
2014M11	AK	168.69	2014	11	11/1/2014	State	161.63	152.97
2014M12	AK	168.15	2014	12	12/1/2014	State	161.63	152.97
2015M01	AK	168.09	2015	1	1/1/2015	State	161.63	152.97
2015M02	AK	168.56	2015	2	2/1/2015	State	161.63	152.97
2015M03	AK	169.65	2015	3	3/1/2015	State	161.63	152.97
2015M04	AK	171.32	2015	4	4/1/2015	State	161.63	152.97
2015M05	AK	173.26	2015	5	5/1/2015	State	161.63	152.97
2015M06	AK	175	2015	6	6/1/2015	State	161.63	152.97
2015M07	AK	176.16	2015	7	7/1/2015	State	161.63	152.97
2015M08	AK	176.76	2015	8	8/1/2015	State	161.63	152.97
2015M09	AK	176.89	2015	9	9/1/2015	State	161.63	152.97
2015M10	AK	176.65	2015	10	10/1/2015	State	161.63	152.97
2015M11	AK	176.28	2015	11	11/1/2015	State	161.63	152.97
2015M12	AK	175.55	2015	12	12/1/2015	State	161.63	152.97
2016M01	AK	174.09	2016	1	1/1/2016	State	161.63	152.97
2016M02	AK	172.29	2016	2	2/1/2016	State	161.63	152.97
2016M03	AK	171.51	2016	3	3/1/2016	State	161.63	152.97
1975M01	AL	35.4	1975	1	1/1/1975	State	136.85	112.35
1975M02	AL	35.61	1975	2	2/1/1975	State	136.85	112.35
1975M03	AL	35.87	1975	3	3/1/1975	State	136.85	112.35
1975M04	AL	36.18	1975	4	4/1/1975	State	136.85	112.35
1975M05	AL	36.48	1975	5	5/1/1975	State	136.85	112.35
1975M06	AL	36.64	1975	6	6/1/1975	State	136.85	112.35
1975M07	AL	36.59	1975	7	7/1/1975	State	136.85	112.35
1975M08	AL	36.39	1975	8	8/1/1975	State	136.85	112.35
1975M09	AL	36.14	1975	9	9/1/1975	State	136.85	112.35
1975M10	AL	36.01	1975	10	10/1/1975	State	136.85	112.35
1975M11	AL	36.09	1975	11	11/1/1975	State	136.85	112.35
1975M12	AL	36.41	1975	12	12/1/1975	State	136.85	112.35
1976M01	AL	36.93	1976	1	1/1/1976	State	136.85	112.35
1976M02	AL	37.55	1976	2	2/1/1976	State	136.85	112.35
1976M03	AL	38.09	1976	3	3/1/1976	State	136.85	112.35
1976M04	AL	38.47	1976	4	4/1/1976	State	136.85	112.35
1976M05	AL	38.68	1976	5	5/1/1976	State	136.85	112.35
1976M06	AL	38.77	1976	6	6/1/1976	State	136.85	112.35
1976M07	AL	38.81	1976	7	7/1/1976	State	136.85	112.35
1976M08	AL	38.8	1976	8	8/1/1976	State	136.85	112.35
1976M09	AL	38.78	1976	9	9/1/1976	State	136.85	112.35
1976M10	AL	38.82	1976	10	10/1/1976	State	136.85	112.35
1976M11	AL	38.97	1976	11	11/1/1976	State	136.85	112.35
1976M12	AL	39.15	1976	12	12/1/1976	State	136.85	112.35
1977M01	AL	39.24	1977	1	1/1/1977	State	136.85	112.35
1977M02	AL	39.27	1977	2	2/1/1977	State	136.85	112.35
1977M03	AL	39.33	1977	3	3/1/1977	State	136.85	112.35
1977M04	AL	39.51	1977	4	4/1/1977	State	136.85	112.35
1977M05	AL	39.82	1977	5	5/1/1977	State	136.85	112.35
1977M06	AL	40.24	1977	6	6/1/1977	State	136.85	112.35
1977M07	AL	40.77	1977	7	7/1/1977	State	136.85	112.35
1977M08	AL	41.31	1977	8	8/1/1977	State	136.85	112.35
1977M09	AL	41.8	1977	9	9/1/1977	State	136.85	112.35
1977M10	AL	42.24	1977	10	10/1/1977	State	136.85	112.35
1977M11	AL	42.56	1977	11	11/1/1977	State	136.85	112.35
1977M12	AL	42.72	1977	12	12/1/1977	State	136.85	112.35
1978M01	AL	42.77	1978	1	1/1/1978	State	136.85	112.35
1978M02	AL	42.84	1978	2	2/1/1978	State	136.85	112.35
1978M03	AL	43.06	1978	3	3/1/1978	State	136.85	112.35
1978M04	AL	43.55	1978	4	4/1/1978	State	136.85	112.35
1978M05	AL	44.15	1978	5	5/1/1978	State	136.85	112.35
1978M06	AL	44.72	1978	6	6/1/1978	State	136.85	112.35
1978M07	AL	45.31	1978	7	7/1/1978	State	136.85	112.35
1978M08	AL	45.94	1978	8	8/1/1978	State	136.85	112.35
1978M09	AL	46.48	1978	9	9/1/1978	State	136.85	112.35
1978M10	AL	46.82	1978	10	10/1/1978	State	136.85	112.35
1978M11	AL	47.06	1978	11	11/1/1978	State	136.85	112.35
1978M12	AL	47.28	1978	12	12/1/1978	State	136.85	112.35
1979M01	AL	47.48	1979	1	1/1/1979	State	136.85	112.35
1979M02	AL	47.69	1979	2	2/1/1979	State	136.85	112.35
1979M03	AL	47.96	1979	3	3/1/1979	State	136.85	112.35
1979M04	AL	48.35	1979	4	4/1/1979	State	136.85	112.35
1979M05	AL	48.83	1979	5	5/1/1979	State	136.85	112.35
1979M06	AL	49.33	1979	6	6/1/1979	State	136.85	112.35
1979M07	AL	49.76	1979	7	7/1/1979	State	136.85	112.35
1979M08	AL	50.12	1979	8	8/1/1979	State	136.85	112.35
1979M09	AL	50.44	1979	9	9/1/1979	State	136.85	112.35
1979M10	AL	50.66	1979	10	10/1/1979	State	136.85	112.35
1979M11	AL	50.77	1979	11	11/1/1979	State	136.85	112.35
1979M12	AL	50.8	1979	12	12/1/1979	State	136.85	112.35
1980M01	AL	50.82	1980	1	1/1/1980	State	136.85	112.35
1980M02	AL	50.89	1980	2	2/1/1980	State	136.85	112.35
1980M03	AL	51.01	1980	3	3/1/1980	State	136.85	112.35
1980M04	AL	51.1	1980	4	4/1/1980	State	136.85	112.35
1980M05	AL	51.2	1980	5	5/1/1980	State	136.85	112.35
1980M06	AL	51.47	1980	6	6/1/1980	State	136.85	112.35
1980M07	AL	51.96	1980	7	7/1/1980	State	136.85	112.35
1980M08	AL	52.51	1980	8	8/1/1980	State	136.85	112.35
1980M09	AL	52.86	1980	9	9/1/1980	State	136.85	112.35
1980M10	AL	52.84	1980	10	10/1/1980	State	136.85	112.35
1980M11	AL	52.48	1980	11	11/1/1980	State	136.85	112.35
1980M12	AL	51.92	1980	12	12/1/1980	State	136.85	112.35
1981M01	AL	51.3	1981	1	1/1/1981	State	136.85	112.35
1981M02	AL	50.8	1981	2	2/1/1981	State	136.85	112.35
1981M03	AL	50.65	1981	3	3/1/1981	State	136.85	112.35
1981M04	AL	50.9	1981	4	4/1/1981	State	136.85	112.35
1981M05	AL	51.46	1981	5	5/1/1981	State	136.85	112.35
1981M06	AL	52.14	1981	6	6/1/1981	State	136.85	112.35
1981M07	AL	52.78	1981	7	7/1/1981	State	136.85	112.35
1981M08	AL	53.25	1981	8	8/1/1981	State	136.85	112.35
1981M09	AL	53.43	1981	9	9/1/1981	State	136.85	112.35
1981M10	AL	53.25	1981	10	10/1/1981	State	136.85	112.35
1981M11	AL	52.82	1981	11	11/1/1981	State	136.85	112.35
1981M12	AL	52.35	1981	12	12/1/1981	State	136.85	112.35
1982M01	AL	52.09	1982	1	1/1/1982	State	136.85	112.35
1982M02	AL	52.16	1982	2	2/1/1982	State	136.85	112.35
1982M03	AL	52.44	1982	3	3/1/1982	State	136.85	112.35
1982M04	AL	52.76	1982	4	4/1/1982	State	136.85	112.35
1982M05	AL	53.05	1982	5	5/1/1982	State	136.85	112.35
1982M06	AL	53.31	1982	6	6/1/1982	State	136.85	112.35
1982M07	AL	53.49	1982	7	7/1/1982	State	136.85	112.35
1982M08	AL	53.55	1982	8	8/1/1982	State	136.85	112.35
1982M09	AL	53.53	1982	9	9/1/1982	State	136.85	112.35
1982M10	AL	53.59	1982	10	10/1/1982	State	136.85	112.35
1982M11	AL	53.74	1982	11	11/1/1982	State	136.85	112.35
1982M12	AL	53.91	1982	12	12/1/1982	State	136.85	112.35
1983M01	AL	54.06	1983	1	1/1/1983	State	136.85	112.35
1983M02	AL	54.2	1983	2	2/1/1983	State	136.85	112.35
1983M03	AL	54.34	1983	3	3/1/1983	State	136.85	112.35
1983M04	AL	54.53	1983	4	4/1/1983	State	136.85	112.35
1983M05	AL	54.82	1983	5	5/1/1983	State	136.85	112.35
1983M06	AL	55.21	1983	6	6/1/1983	State	136.85	112.35
1983M07	AL	55.68	1983	7	7/1/1983	State	136.85	112.35
1983M08	AL	56.13	1983	8	8/1/1983	State	136.85	112.35
1983M09	AL	56.45	1983	9	9/1/1983	State	136.85	112.35
1983M10	AL	56.7	1983	10	10/1/1983	State	136.85	112.35
1983M11	AL	56.99	1983	11	11/1/1983	State	136.85	112.35
1983M12	AL	57.38	1983	12	12/1/1983	State	136.85	112.35
1984M01	AL	57.78	1984	1	1/1/1984	State	136.85	112.35
1984M02	AL	58.08	1984	2	2/1/1984	State	136.85	112.35
1984M03	AL	58.31	1984	3	3/1/1984	State	136.85	112.35
1984M04	AL	58.59	1984	4	4/1/1984	State	136.85	112.35
1984M05	AL	58.93	1984	5	5/1/1984	State	136.85	112.35
1984M06	AL	59.23	1984	6	6/1/1984	State	136.85	112.35
1984M07	AL	59.39	1984	7	7/1/1984	State	136.85	112.35
1984M08	AL	59.26	1984	8	8/1/1984	State	136.85	112.35
1984M09	AL	58.8	1984	9	9/1/1984	State	136.85	112.35
1984M10	AL	58.1	1984	10	10/1/1984	State	136.85	112.35
1984M11	AL	57.39	1984	11	11/1/1984	State	136.85	112.35
1984M12	AL	57	1984	12	12/1/1984	State	136.85	112.35
1985M01	AL	57.34	1985	1	1/1/1985	State	136.85	112.35
1985M02	AL	58.25	1985	2	2/1/1985	State	136.85	112.35
1985M03	AL	59.01	1985	3	3/1/1985	State	136.85	112.35
1985M04	AL	59.38	1985	4	4/1/1985	State	136.85	112.35
1985M05	AL	59.69	1985	5	5/1/1985	State	136.85	112.35
1985M06	AL	60.14	1985	6	6/1/1985	State	136.85	112.35
1985M07	AL	60.57	1985	7	7/1/1985	State	136.85	112.35
1985M08	AL	60.78	1985	8	8/1/1985	State	136.85	112.35
1985M09	AL	60.81	1985	9	9/1/1985	State	136.85	112.35
1985M10	AL	60.96	1985	10	10/1/1985	State	136.85	112.35
1985M11	AL	61.28	1985	11	11/1/1985	State	136.85	112.35
1985M12	AL	61.49	1985	12	12/1/1985	State	136.85	112.35
1986M01	AL	61.57	1986	1	1/1/1986	State	136.85	112.35
1986M02	AL	61.77	1986	2	2/1/1986	State	136.85	112.35
1986M03	AL	62.26	1986	3	3/1/1986	State	136.85	112.35
1986M04	AL	62.76	1986	4	4/1/1986	State	136.85	112.35
1986M05	AL	62.99	1986	5	5/1/1986	State	136.85	112.35
1986M06	AL	63.03	1986	6	6/1/1986	State	136.85	112.35
1986M07	AL	63.37	1986	7	7/1/1986	State	136.85	112.35
1986M08	AL	63.94	1986	8	8/1/1986	State	136.85	112.35
1986M09	AL	64.21	1986	9	9/1/1986	State	136.85	112.35
1986M10	AL	64.3	1986	10	10/1/1986	State	136.85	112.35
1986M11	AL	64.48	1986	11	11/1/1986	State	136.85	112.35
1986M12	AL	64.72	1986	12	12/1/1986	State	136.85	112.35
1987M01	AL	64.95	1987	1	1/1/1987	State	136.85	112.35
1987M02	AL	65.2	1987	2	2/1/1987	State	136.85	112.35
1987M03	AL	65.52	1987	3	3/1/1987	State	136.85	112.35
1987M04	AL	65.79	1987	4	4/1/1987	State	136.85	112.35
1987M05	AL	65.95	1987	5	5/1/1987	State	136.85	112.35
1987M06	AL	66.04	1987	6	6/1/1987	State	136.85	112.35
1987M07	AL	66.09	1987	7	7/1/1987	State	136.85	112.35
1987M08	AL	66.07	1987	8	8/1/1987	State	136.85	112.35
1987M09	AL	65.91	1987	9	9/1/1987	State	136.85	112.35
1987M10	AL	65.74	1987	10	10/1/1987	State	136.85	112.35
1987M11	AL	65.77	1987	11	11/1/1987	State	136.85	112.35
1987M12	AL	65.97	1987	12	12/1/1987	State	136.85	112.35
1988M01	AL	66.26	1988	1	1/1/1988	State	136.85	112.35
1988M02	AL	66.58	1988	2	2/1/1988	State	136.85	112.35
1988M03	AL	66.9	1988	3	3/1/1988	State	136.85	112.35
1988M04	AL	67.18	1988	4	4/1/1988	State	136.85	112.35
1988M05	AL	67.48	1988	5	5/1/1988	State	136.85	112.35
1988M06	AL	67.78	1988	6	6/1/1988	State	136.85	112.35
1988M07	AL	67.83	1988	7	7/1/1988	State	136.85	112.35
1988M08	AL	67.55	1988	8	8/1/1988	State	136.85	112.35
1988M09	AL	67.13	1988	9	9/1/1988	State	136.85	112.35
1988M10	AL	66.83	1988	10	10/1/1988	State	136.85	112.35
1988M11	AL	66.74	1988	11	11/1/1988	State	136.85	112.35
1988M12	AL	66.86	1988	12	12/1/1988	State	136.85	112.35
1989M01	AL	67.12	1989	1	1/1/1989	State	136.85	112.35
1989M02	AL	67.45	1989	2	2/1/1989	State	136.85	112.35
1989M03	AL	67.83	1989	3	3/1/1989	State	136.85	112.35
1989M04	AL	68.17	1989	4	4/1/1989	State	136.85	112.35
1989M05	AL	68.38	1989	5	5/1/1989	State	136.85	112.35
1989M06	AL	68.49	1989	6	6/1/1989	State	136.85	112.35
1989M07	AL	68.66	1989	7	7/1/1989	State	136.85	112.35
1989M08	AL	68.97	1989	8	8/1/1989	State	136.85	112.35
1989M09	AL	69.3	1989	9	9/1/1989	State	136.85	112.35
1989M10	AL	69.56	1989	10	10/1/1989	State	136.85	112.35
1989M11	AL	69.74	1989	11	11/1/1989	State	136.85	112.35
1989M12	AL	69.79	1989	12	12/1/1989	State	136.85	112.35
1990M01	AL	69.73	1990	1	1/1/1990	State	136.85	112.35
1990M02	AL	69.71	1990	2	2/1/1990	State	136.85	112.35
1990M03	AL	69.82	1990	3	3/1/1990	State	136.85	112.35
1990M04	AL	70.05	1990	4	4/1/1990	State	136.85	112.35
1990M05	AL	70.32	1990	5	5/1/1990	State	136.85	112.35
1990M06	AL	70.49	1990	6	6/1/1990	State	136.85	112.35
1990M07	AL	70.51	1990	7	7/1/1990	State	136.85	112.35
1990M08	AL	70.5	1990	8	8/1/1990	State	136.85	112.35
1990M09	AL	70.58	1990	9	9/1/1990	State	136.85	112.35
1990M10	AL	70.67	1990	10	10/1/1990	State	136.85	112.35
1990M11	AL	70.65	1990	11	11/1/1990	State	136.85	112.35
1990M12	AL	70.52	1990	12	12/1/1990	State	136.85	112.35
1991M01	AL	70.45	1991	1	1/1/1991	State	136.85	112.35
1991M02	AL	70.56	1991	2	2/1/1991	State	136.85	112.35
1991M03	AL	70.88	1991	3	3/1/1991	State	136.85	112.35
1991M04	AL	71.27	1991	4	4/1/1991	State	136.85	112.35
1991M05	AL	71.6	1991	5	5/1/1991	State	136.85	112.35
1991M06	AL	71.81	1991	6	6/1/1991	State	136.85	112.35
1991M07	AL	71.88	1991	7	7/1/1991	State	136.85	112.35
1991M08	AL	71.93	1991	8	8/1/1991	State	136.85	112.35
1991M09	AL	72.02	1991	9	9/1/1991	State	136.85	112.35
1991M10	AL	72.19	1991	10	10/1/1991	State	136.85	112.35
1991M11	AL	72.43	1991	11	11/1/1991	State	136.85	112.35
1991M12	AL	72.6	1991	12	12/1/1991	State	136.85	112.35
1992M01	AL	72.72	1992	1	1/1/1992	State	136.85	112.35
1992M02	AL	72.92	1992	2	2/1/1992	State	136.85	112.35
1992M03	AL	73.14	1992	3	3/1/1992	State	136.85	112.35
1992M04	AL	73.28	1992	4	4/1/1992	State	136.85	112.35
1992M05	AL	73.45	1992	5	5/1/1992	State	136.85	112.35
1992M06	AL	73.68	1992	6	6/1/1992	State	136.85	112.35
1992M07	AL	74.02	1992	7	7/1/1992	State	136.85	112.35
1992M08	AL	74.52	1992	8	8/1/1992	State	136.85	112.35
1992M09	AL	74.99	1992	9	9/1/1992	State	136.85	112.35
1992M10	AL	75.27	1992	10	10/1/1992	State	136.85	112.35
1992M11	AL	75.37	1992	11	11/1/1992	State	136.85	112.35
1992M12	AL	75.31	1992	12	12/1/1992	State	136.85	112.35
1993M01	AL	75.25	1993	1	1/1/1993	State	136.85	112.35
1993M02	AL	75.44	1993	2	2/1/1993	State	136.85	112.35
1993M03	AL	75.85	1993	3	3/1/1993	State	136.85	112.35
1993M04	AL	76.23	1993	4	4/1/1993	State	136.85	112.35
1993M05	AL	76.64	1993	5	5/1/1993	State	136.85	112.35
1993M06	AL	77.12	1993	6	6/1/1993	State	136.85	112.35
1993M07	AL	77.57	1993	7	7/1/1993	State	136.85	112.35
1993M08	AL	77.95	1993	8	8/1/1993	State	136.85	112.35
1993M09	AL	78.24	1993	9	9/1/1993	State	136.85	112.35
1993M10	AL	78.47	1993	10	10/1/1993	State	136.85	112.35
1993M11	AL	78.59	1993	11	11/1/1993	State	136.85	112.35
1993M12	AL	78.64	1993	12	12/1/1993	State	136.85	112.35
1994M01	AL	78.71	1994	1	1/1/1994	State	136.85	112.35
1994M02	AL	78.98	1994	2	2/1/1994	State	136.85	112.35
1994M03	AL	79.57	1994	3	3/1/1994	State	136.85	112.35
1994M04	AL	80.25	1994	4	4/1/1994	State	136.85	112.35
1994M05	AL	80.76	1994	5	5/1/1994	State	136.85	112.35
1994M06	AL	81.03	1994	6	6/1/1994	State	136.85	112.35
1994M07	AL	81.14	1994	7	7/1/1994	State	136.85	112.35
1994M08	AL	81.21	1994	8	8/1/1994	State	136.85	112.35
1994M09	AL	81.35	1994	9	9/1/1994	State	136.85	112.35
1994M10	AL	81.65	1994	10	10/1/1994	State	136.85	112.35
1994M11	AL	82.09	1994	11	11/1/1994	State	136.85	112.35
1994M12	AL	82.47	1994	12	12/1/1994	State	136.85	112.35
1995M01	AL	82.62	1995	1	1/1/1995	State	136.85	112.35
1995M02	AL	82.69	1995	2	2/1/1995	State	136.85	112.35
1995M03	AL	82.79	1995	3	3/1/1995	State	136.85	112.35
1995M04	AL	82.98	1995	4	4/1/1995	State	136.85	112.35
1995M05	AL	83.25	1995	5	5/1/1995	State	136.85	112.35
1995M06	AL	83.59	1995	6	6/1/1995	State	136.85	112.35
1995M07	AL	83.98	1995	7	7/1/1995	State	136.85	112.35
1995M08	AL	84.34	1995	8	8/1/1995	State	136.85	112.35
1995M09	AL	84.47	1995	9	9/1/1995	State	136.85	112.35
1995M10	AL	84.42	1995	10	10/1/1995	State	136.85	112.35
1995M11	AL	84.5	1995	11	11/1/1995	State	136.85	112.35
1995M12	AL	84.68	1995	12	12/1/1995	State	136.85	112.35
1996M01	AL	84.89	1996	1	1/1/1996	State	136.85	112.35
1996M02	AL	85.18	1996	2	2/1/1996	State	136.85	112.35
1996M03	AL	85.78	1996	3	3/1/1996	State	136.85	112.35
1996M04	AL	86.57	1996	4	4/1/1996	State	136.85	112.35
1996M05	AL	87.16	1996	5	5/1/1996	State	136.85	112.35
1996M06	AL	87.44	1996	6	6/1/1996	State	136.85	112.35
1996M07	AL	87.51	1996	7	7/1/1996	State	136.85	112.35
1996M08	AL	87.6	1996	8	8/1/1996	State	136.85	112.35
1996M09	AL	87.86	1996	9	9/1/1996	State	136.85	112.35
1996M10	AL	88.13	1996	10	10/1/1996	State	136.85	112.35
1996M11	AL	88.12	1996	11	11/1/1996	State	136.85	112.35
1996M12	AL	87.99	1996	12	12/1/1996	State	136.85	112.35
1997M01	AL	88.1	1997	1	1/1/1997	State	136.85	112.35
1997M02	AL	88.48	1997	2	2/1/1997	State	136.85	112.35
1997M03	AL	89	1997	3	3/1/1997	State	136.85	112.35
1997M04	AL	89.45	1997	4	4/1/1997	State	136.85	112.35
1997M05	AL	89.83	1997	5	5/1/1997	State	136.85	112.35
1997M06	AL	90.23	1997	6	6/1/1997	State	136.85	112.35
1997M07	AL	90.53	1997	7	7/1/1997	State	136.85	112.35
1997M08	AL	90.61	1997	8	8/1/1997	State	136.85	112.35
1997M09	AL	90.47	1997	9	9/1/1997	State	136.85	112.35
1997M10	AL	90.42	1997	10	10/1/1997	State	136.85	112.35
1997M11	AL	90.58	1997	11	11/1/1997	State	136.85	112.35
1997M12	AL	90.75	1997	12	12/1/1997	State	136.85	112.35
1998M01	AL	90.82	1998	1	1/1/1998	State	136.85	112.35
1998M02	AL	90.96	1998	2	2/1/1998	State	136.85	112.35
1998M03	AL	91.35	1998	3	3/1/1998	State	136.85	112.35
1998M04	AL	91.86	1998	4	4/1/1998	State	136.85	112.35
1998M05	AL	92.28	1998	5	5/1/1998	State	136.85	112.35
1998M06	AL	92.57	1998	6	6/1/1998	State	136.85	112.35
1998M07	AL	92.89	1998	7	7/1/1998	State	136.85	112.35
1998M08	AL	93.18	1998	8	8/1/1998	State	136.85	112.35
1998M09	AL	93.35	1998	9	9/1/1998	State	136.85	112.35
1998M10	AL	93.57	1998	10	10/1/1998	State	136.85	112.35
1998M11	AL	93.8	1998	11	11/1/1998	State	136.85	112.35
1998M12	AL	93.9	1998	12	12/1/1998	State	136.85	112.35
1999M01	AL	93.99	1999	1	1/1/1999	State	136.85	112.35
1999M02	AL	94.31	1999	2	2/1/1999	State	136.85	112.35
1999M03	AL	94.87	1999	3	3/1/1999	State	136.85	112.35
1999M04	AL	95.37	1999	4	4/1/1999	State	136.85	112.35
1999M05	AL	95.8	1999	5	5/1/1999	State	136.85	112.35
1999M06	AL	96.24	1999	6	6/1/1999	State	136.85	112.35
1999M07	AL	96.53	1999	7	7/1/1999	State	136.85	112.35
1999M08	AL	96.76	1999	8	8/1/1999	State	136.85	112.35
1999M09	AL	96.96	1999	9	9/1/1999	State	136.85	112.35
1999M10	AL	97.21	1999	10	10/1/1999	State	136.85	112.35
1999M11	AL	97.51	1999	11	11/1/1999	State	136.85	112.35
1999M12	AL	97.66	1999	12	12/1/1999	State	136.85	112.35
2000M01	AL	97.71	2000	1	1/1/2000	State	136.85	112.35
2000M02	AL	97.88	2000	2	2/1/2000	State	136.85	112.35
2000M03	AL	98.19	2000	3	3/1/2000	State	136.85	112.35
2000M04	AL	98.78	2000	4	4/1/2000	State	136.85	112.35
2000M05	AL	99.58	2000	5	5/1/2000	State	136.85	112.35
2000M06	AL	100.08	2000	6	6/1/2000	State	136.85	112.35
2000M07	AL	100.09	2000	7	7/1/2000	State	136.85	112.35
2000M08	AL	99.88	2000	8	8/1/2000	State	136.85	112.35
2000M09	AL	99.87	2000	9	9/1/2000	State	136.85	112.35
2000M10	AL	99.99	2000	10	10/1/2000	State	136.85	112.35
2000M11	AL	100.05	2000	11	11/1/2000	State	136.85	112.35
2000M12	AL	100	2000	12	12/1/2000	State	136.85	112.35
2001M01	AL	99.94	2001	1	1/1/2001	State	136.85	112.35
2001M02	AL	100.06	2001	2	2/1/2001	State	136.85	112.35
2001M03	AL	100.48	2001	3	3/1/2001	State	136.85	112.35
2001M04	AL	101.16	2001	4	4/1/2001	State	136.85	112.35
2001M05	AL	101.71	2001	5	5/1/2001	State	136.85	112.35
2001M06	AL	101.94	2001	6	6/1/2001	State	136.85	112.35
2001M07	AL	102	2001	7	7/1/2001	State	136.85	112.35
2001M08	AL	102.03	2001	8	8/1/2001	State	136.85	112.35
2001M09	AL	102.07	2001	9	9/1/2001	State	136.85	112.35
2001M10	AL	102.15	2001	10	10/1/2001	State	136.85	112.35
2001M11	AL	102.15	2001	11	11/1/2001	State	136.85	112.35
2001M12	AL	102.17	2001	12	12/1/2001	State	136.85	112.35
2002M01	AL	102.29	2002	1	1/1/2002	State	136.85	112.35
2002M02	AL	102.48	2002	2	2/1/2002	State	136.85	112.35
2002M03	AL	102.88	2002	3	3/1/2002	State	136.85	112.35
